Year,Entidad federativa,Sexo,GeoCode,Value
2022,Estados Unidos Mexicanos,Total,0,55.941187649999904
2021,Estados Unidos Mexicanos,Total,0,57.66990506000001
2020,Estados Unidos Mexicanos,Total,0,56.013548746894166
2019,Estados Unidos Mexicanos,Total,0,54.78836105093861
2018,Estados Unidos Mexicanos,Total,0,53.10695553280244
2017,Estados Unidos Mexicanos,Total,0,53.36790226175071
2016,Estados Unidos Mexicanos,Total,0,49.925438531210354
2022,Estados Unidos Mexicanos,Hombres,0,54.97793034000005
2021,Estados Unidos Mexicanos,Hombres,0,57.61704767999988
2020,Estados Unidos Mexicanos,Hombres,0,55.87860180807483
2019,Estados Unidos Mexicanos,Hombres,0,53.6772457450179
2018,Estados Unidos Mexicanos,Hombres,0,51.34606551272305
2017,Estados Unidos Mexicanos,Hombres,0,53.16391040412328
2016,Estados Unidos Mexicanos,Hombres,0,50.0141817846946
2022,Estados Unidos Mexicanos,Mujeres,0,57.00031079000012
2021,Estados Unidos Mexicanos,Mujeres,0,57.72770514999983
2020,Estados Unidos Mexicanos,Mujeres,0,56.14498561337495
2019,Estados Unidos Mexicanos,Mujeres,0,56.00083061724855
2018,Estados Unidos Mexicanos,Mujeres,0,55.02730590749524
2017,Estados Unidos Mexicanos,Mujeres,0,53.59316315145014
2016,Estados Unidos Mexicanos,Mujeres,0,49.83047604995044
2022,Aguascalientes,Total,1,63.09150084999987
2021,Aguascalientes,Total,1,65.17155227999979
2020,Aguascalientes,Total,1,65.78233772237873
2019,Aguascalientes,Total,1,65.1776235448615
2018,Aguascalientes,Total,1,62.42956227619111
2017,Aguascalientes,Total,1,57.106680666668645
2016,Aguascalientes,Total,1,62.459452314677954
2022,Aguascalientes,Hombres,1,59.20219501999989
2021,Aguascalientes,Hombres,1,62.04316789000016
2020,Aguascalientes,Hombres,1,63.89100264521499
2019,Aguascalientes,Hombres,1,64.81123792800713
2018,Aguascalientes,Hombres,1,60.58263899774532
2017,Aguascalientes,Hombres,1,55.098742127473024
2016,Aguascalientes,Hombres,1,61.2301178135849
2022,Aguascalientes,Mujeres,1,67.13091921999985
2021,Aguascalientes,Mujeres,1,68.9001182700001
2020,Aguascalientes,Mujeres,1,67.60469947453858
2019,Aguascalientes,Mujeres,1,65.58130836299843
2018,Aguascalientes,Mujeres,1,64.85630089673306
2017,Aguascalientes,Mujeres,1,59.69491777662025
2016,Aguascalientes,Mujeres,1,63.73769285424265
2022,Baja California,Total,2,62.48485655999981
2021,Baja California,Total,2,64.7598146299999
2020,Baja California,Total,2,54.911288167088905
2019,Baja California,Total,2,60.090119999449584
2018,Baja California,Total,2,64.42291519220724
2017,Baja California,Total,2,60.30211821652507
2016,Baja California,Total,2,56.84198662962419
2022,Baja California,Hombres,2,61.85886687000014
2021,Baja California,Hombres,2,64.06936297999988
2020,Baja California,Hombres,2,57.331923348074206
2019,Baja California,Hombres,2,61.3909174702212
2018,Baja California,Hombres,2,64.66842332902961
2017,Baja California,Hombres,2,59.20648598593627
2016,Baja California,Hombres,2,58.28993562213055
2022,Baja California,Mujeres,2,63.18370707000012
2021,Baja California,Mujeres,2,65.64898792999993
2020,Baja California,Mujeres,2,52.52455038358011
2019,Baja California,Mujeres,2,58.86398267703928
2018,Baja California,Mujeres,2,64.16828061114688
2017,Baja California,Mujeres,2,61.549230051329744
2016,Baja California,Mujeres,2,55.31441679732512
2022,Baja California Sur,Total,3,61.73655531999994
2021,Baja California Sur,Total,3,68.70594930999984
2020,Baja California Sur,Total,3,60.24178272980499
2019,Baja California Sur,Total,3,60.26039376618313
2018,Baja California Sur,Total,3,59.56120679690223
2017,Baja California Sur,Total,3,58.66051145701684
2016,Baja California Sur,Total,3,56.379382353172986
2022,Baja California Sur,Hombres,3,61.551859270000016
2021,Baja California Sur,Hombres,3,65.8962183200001
2020,Baja California Sur,Hombres,3,59.65931446293417
2019,Baja California Sur,Hombres,3,60.20220995454272
2018,Baja California Sur,Hombres,3,59.96684350132635
2017,Baja California Sur,Hombres,3,57.6190634672348
2016,Baja California Sur,Hombres,3,55.02141335152353
2022,Baja California Sur,Mujeres,3,61.95697360000011
2021,Baja California Sur,Mujeres,3,72.49004752000008
2020,Baja California Sur,Mujeres,3,60.78250220226456
2019,Baja California Sur,Mujeres,3,60.331892374533
2018,Baja California Sur,Mujeres,3,59.049511162231305
2017,Baja California Sur,Mujeres,3,59.92668182664232
2016,Baja California Sur,Mujeres,3,58.109694357577546
2022,Campeche,Total,4,61.91320489999999
2021,Campeche,Total,4,68.0207127599999
2020,Campeche,Total,4,61.58336065957767
2019,Campeche,Total,4,65.82017699862996
2018,Campeche,Total,4,65.54906705220213
2017,Campeche,Total,4,60.49677139391953
2016,Campeche,Total,4,62.93607582173814
2022,Campeche,Hombres,4,62.11756616999993
2021,Campeche,Hombres,4,69.23582757999993
2020,Campeche,Hombres,4,63.68160104226989
2019,Campeche,Hombres,4,65.29682844557847
2018,Campeche,Hombres,4,66.71208183113953
2017,Campeche,Hombres,4,60.05280075069484
2016,Campeche,Hombres,4,61.30431802604537
2022,Campeche,Mujeres,4,61.65950978
2021,Campeche,Mujeres,4,66.46142433000017
2020,Campeche,Mujeres,4,59.330496784597074
2019,Campeche,Mujeres,4,66.38461088013104
2018,Campeche,Mujeres,4,64.18231531583301
2017,Campeche,Mujeres,4,60.99668821952381
2016,Campeche,Mujeres,4,65.16087431898262
2022,Coahuila de Zaragoza,Total,5,60.38716460999987
2021,Coahuila de Zaragoza,Total,5,67.11308660000013
2020,Coahuila de Zaragoza,Total,5,63.98446256596158
2019,Coahuila de Zaragoza,Total,5,63.29768705393441
2018,Coahuila de Zaragoza,Total,5,60.222251045606086
2017,Coahuila de Zaragoza,Total,5,56.34926021446979
2016,Coahuila de Zaragoza,Total,5,58.50204393468714
2022,Coahuila de Zaragoza,Hombres,5,60.07041167999984
2021,Coahuila de Zaragoza,Hombres,5,66.6615385300001
2020,Coahuila de Zaragoza,Hombres,5,68.17649880095911
2019,Coahuila de Zaragoza,Hombres,5,60.714285714285566
2018,Coahuila de Zaragoza,Hombres,5,58.81202038799888
2017,Coahuila de Zaragoza,Hombres,5,57.52519323708313
2016,Coahuila de Zaragoza,Hombres,5,58.17280809303704
2022,Coahuila de Zaragoza,Mujeres,5,60.74949832000014
2021,Coahuila de Zaragoza,Mujeres,5,67.64844274999997
2020,Coahuila de Zaragoza,Mujeres,5,60.07057222009936
2019,Coahuila de Zaragoza,Mujeres,5,66.09379598666072
2018,Coahuila de Zaragoza,Mujeres,5,61.76716019359623
2017,Coahuila de Zaragoza,Mujeres,5,54.87384992061829
2016,Coahuila de Zaragoza,Mujeres,5,58.87756684249487
2022,Colima,Total,6,63.52924907000014
2021,Colima,Total,6,65.52935340000016
2020,Colima,Total,6,63.99857255839949
2019,Colima,Total,6,59.41327257191666
2018,Colima,Total,6,57.65765765765784
2017,Colima,Total,6,57.54374875915184
2016,Colima,Total,6,55.76606477853971
2022,Colima,Hombres,6,60.09614952999988
2021,Colima,Hombres,6,62.04391388000016
2020,Colima,Hombres,6,63.79667424044413
2019,Colima,Hombres,6,58.35542914075443
2018,Colima,Hombres,6,54.11975959528058
2017,Colima,Hombres,6,57.04562563541389
2016,Colima,Hombres,6,54.302038106387
2022,Colima,Mujeres,6,67.14562922999995
2021,Colima,Mujeres,6,69.29699238000008
2020,Colima,Mujeres,6,64.18469295074992
2019,Colima,Mujeres,6,60.46802272017164
2018,Colima,Mujeres,6,61.36598026745494
2017,Colima,Mujeres,6,58.08789867236375
2016,Colima,Mujeres,6,57.25300563417756
2022,Chiapas,Total,7,66.35054053000016
2021,Chiapas,Total,7,64.69809546000013
2020,Chiapas,Total,7,65.17218973359307
2019,Chiapas,Total,7,64.10221635228409
2018,Chiapas,Total,7,63.86750468270201
2017,Chiapas,Total,7,61.07234850670719
2016,Chiapas,Total,7,61.622346415532974
2022,Chiapas,Hombres,7,69.3229466100001
2021,Chiapas,Hombres,7,63.27780219000014
2020,Chiapas,Hombres,7,65.22525638126645
2019,Chiapas,Hombres,7,63.06595027926621
2018,Chiapas,Hombres,7,64.7334373338981
2017,Chiapas,Hombres,7,61.66770942964917
2016,Chiapas,Hombres,7,61.31335159605145
2022,Chiapas,Mujeres,7,63.26935658999993
2021,Chiapas,Mujeres,7,66.28770222000001
2020,Chiapas,Mujeres,7,65.12100783199371
2019,Chiapas,Mujeres,7,65.36342049430259
2018,Chiapas,Mujeres,7,62.790660182174896
2017,Chiapas,Mujeres,7,60.3711214570658
2016,Chiapas,Mujeres,7,62.059770609409554
2022,Chihuahua,Total,8,59.22023566000006
2021,Chihuahua,Total,8,65.18645319000005
2020,Chihuahua,Total,8,63.90000511417385
2019,Chihuahua,Total,8,65.14228537804887
2018,Chihuahua,Total,8,67.04459237604534
2017,Chihuahua,Total,8,59.297569510119295
2016,Chihuahua,Total,8,59.77262605569375
2022,Chihuahua,Hombres,8,59.07127144999984
2021,Chihuahua,Hombres,8,65.0044179099998
2020,Chihuahua,Hombres,8,65.60774688140937
2019,Chihuahua,Hombres,8,65.82490653677719
2018,Chihuahua,Hombres,8,66.9530480615856
2017,Chihuahua,Hombres,8,59.70705865166493
2016,Chihuahua,Hombres,8,58.16883076195701
2022,Chihuahua,Mujeres,8,59.37388136000008
2021,Chihuahua,Mujeres,8,65.36707870000008
2020,Chihuahua,Mujeres,8,62.35295551047511
2019,Chihuahua,Mujeres,8,64.33775603412234
2018,Chihuahua,Mujeres,8,67.14182169606191
2017,Chihuahua,Mujeres,8,58.82433512883311
2016,Chihuahua,Mujeres,8,61.88658137369743
2022,Ciudad de México,Total,9,34.671831780000026
2021,Ciudad de México,Total,9,38.29988590999993
2020,Ciudad de México,Total,9,38.24555006347416
2019,Ciudad de México,Total,9,35.29709301866082
2018,Ciudad de México,Total,9,28.989141944660435
2017,Ciudad de México,Total,9,24.689464144462963
2016,Ciudad de México,Total,9,29.08246243156284
2022,Ciudad de México,Hombres,9,34.24943565000003
2021,Ciudad de México,Hombres,9,36.14162455999997
2020,Ciudad de México,Hombres,9,39.86278609417361
2019,Ciudad de México,Hombres,9,34.437947006939
2018,Ciudad de México,Hombres,9,24.680954315167583
2017,Ciudad de México,Hombres,9,24.799362172511
2016,Ciudad de México,Hombres,9,30.32229716108484
2022,Ciudad de México,Mujeres,9,35.12834371000006
2021,Ciudad de México,Mujeres,9,40.44159353000001
2020,Ciudad de México,Mujeres,9,36.5647368580502
2019,Ciudad de México,Mujeres,9,36.12717583798398
2018,Ciudad de México,Mujeres,9,33.46084259817678
2017,Ciudad de México,Mujeres,9,24.56838712204403
2016,Ciudad de México,Mujeres,9,27.967039138470252
2022,Durango,Total,10,56.43009796000004
2021,Durango,Total,10,61.81924909000007
2020,Durango,Total,10,66.3827035224067
2019,Durango,Total,10,64.33873697480726
2018,Durango,Total,10,55.10739693931529
2017,Durango,Total,10,61.38444008758967
2016,Durango,Total,10,55.060177698591566
2022,Durango,Hombres,10,53.38856524000012
2021,Durango,Hombres,10,59.34699298000012
2020,Durango,Hombres,10,68.58996899274369
2019,Durango,Hombres,10,58.92888498683072
2018,Durango,Hombres,10,53.248614710296565
2017,Durango,Hombres,10,55.75055548662867
2016,Durango,Hombres,10,55.93494282083864
2022,Durango,Mujeres,10,59.65990782999985
2021,Durango,Mujeres,10,64.29805139000013
2020,Durango,Mujeres,10,63.96038214623974
2019,Durango,Mujeres,10,70.66700733437553
2018,Durango,Mujeres,10,57.3567025080595
2017,Durango,Mujeres,10,68.6834222254693
2016,Durango,Mujeres,10,54.13501905575875
2022,Guanajuato,Total,11,59.93677697000015
2021,Guanajuato,Total,11,65.0419141599998
2020,Guanajuato,Total,11,63.66535842474242
2019,Guanajuato,Total,11,64.27996809460929
2018,Guanajuato,Total,11,58.71888601350657
2017,Guanajuato,Total,11,60.355550647007725
2016,Guanajuato,Total,11,60.45829133433835
2022,Guanajuato,Hombres,11,55.998779849999885
2021,Guanajuato,Hombres,11,64.80323047
2020,Guanajuato,Hombres,11,62.89756806490733
2019,Guanajuato,Hombres,11,62.2496537361114
2018,Guanajuato,Hombres,11,62.27063627435769
2017,Guanajuato,Hombres,11,60.52370092203279
2016,Guanajuato,Hombres,11,60.02389620469052
2022,Guanajuato,Mujeres,11,63.88973618999991
2021,Guanajuato,Mujeres,11,65.25588974000016
2020,Guanajuato,Mujeres,11,64.47522601385731
2019,Guanajuato,Mujeres,11,66.36651405060553
2018,Guanajuato,Mujeres,11,55.05675799908085
2017,Guanajuato,Mujeres,11,60.14393824756527
2016,Guanajuato,Mujeres,11,60.89119112981391
2022,Guerrero,Total,12,60.04772365999998
2021,Guerrero,Total,12,58.74465374000009
2020,Guerrero,Total,12,53.53545487908895
2019,Guerrero,Total,12,53.27545906893557
2018,Guerrero,Total,12,59.950586868589
2017,Guerrero,Total,12,60.982065739884106
2016,Guerrero,Total,12,54.53602705365841
2022,Guerrero,Hombres,12,57.98697721000006
2021,Guerrero,Hombres,12,58.39813546999995
2020,Guerrero,Hombres,12,53.12008416923732
2019,Guerrero,Hombres,12,50.665247130044
2018,Guerrero,Hombres,12,57.08822676933234
2017,Guerrero,Hombres,12,61.84069245096974
2016,Guerrero,Hombres,12,54.77031396659074
2022,Guerrero,Mujeres,12,62.51103650999995
2021,Guerrero,Mujeres,12,59.13656902999993
2020,Guerrero,Mujeres,12,53.97998393029892
2019,Guerrero,Mujeres,12,56.06538309189021
2018,Guerrero,Mujeres,12,63.05343251155688
2017,Guerrero,Mujeres,12,60.09050237063891
2016,Guerrero,Mujeres,12,54.26534378347423
2022,Hidalgo,Total,13,61.17211177999985
2021,Hidalgo,Total,13,64.97776092000002
2020,Hidalgo,Total,13,55.002424989185805
2019,Hidalgo,Total,13,59.01190016707192
2018,Hidalgo,Total,13,62.52281228514862
2017,Hidalgo,Total,13,60.54195413431893
2016,Hidalgo,Total,13,64.3671516351114
2022,Hidalgo,Hombres,13,57.02813300999991
2021,Hidalgo,Hombres,13,65.3328251700002
2020,Hidalgo,Hombres,13,51.78110114343628
2019,Hidalgo,Hombres,13,55.10208544018379
2018,Hidalgo,Hombres,13,63.02508168208188
2017,Hidalgo,Hombres,13,58.404675436221616
2016,Hidalgo,Hombres,13,61.11822371228663
2022,Hidalgo,Mujeres,13,65.67415142000009
2021,Hidalgo,Mujeres,13,64.6414807199999
2020,Hidalgo,Mujeres,13,57.988108889034926
2019,Hidalgo,Mujeres,13,62.82522232411339
2018,Hidalgo,Mujeres,13,62.10050405099541
2017,Hidalgo,Mujeres,13,62.505611134778576
2016,Hidalgo,Mujeres,13,67.64348011851786
2022,Jalisco,Total,14,59.62562732999984
2021,Jalisco,Total,14,61.69745393999989
2020,Jalisco,Total,14,60.739490520862034
2019,Jalisco,Total,14,59.5847089075485
2018,Jalisco,Total,14,57.08217257242748
2017,Jalisco,Total,14,62.51884483837168
2016,Jalisco,Total,14,59.01913525272201
2022,Jalisco,Hombres,14,60.25104809000003
2021,Jalisco,Hombres,14,58.723786460000106
2020,Jalisco,Hombres,14,58.5227468021901
2019,Jalisco,Hombres,14,57.468767293770014
2018,Jalisco,Hombres,14,53.56144055704588
2017,Jalisco,Hombres,14,61.53152086823504
2016,Jalisco,Hombres,14,57.87681931132399
2022,Jalisco,Mujeres,14,58.928834729999885
2021,Jalisco,Mujeres,14,64.89042479
2020,Jalisco,Mujeres,14,62.60350754048959
2019,Jalisco,Mujeres,14,61.99610685664083
2018,Jalisco,Mujeres,14,60.96707306483766
2017,Jalisco,Mujeres,14,63.6166411046825
2016,Jalisco,Mujeres,14,60.25111170240253
2022,México,Total,15,42.52210543
2021,México,Total,15,44.85929616000002
2020,México,Total,15,45.46604836194182
2019,México,Total,15,43.32409092547213
2018,México,Total,15,38.98748730864188
2017,México,Total,15,39.6704389402421
2016,México,Total,15,35.27332046581922
2022,México,Hombres,15,40.26168801999999
2021,México,Hombres,15,46.29157474000013
2020,México,Hombres,15,43.81524557713114
2019,México,Hombres,15,40.556299663181214
2018,México,Hombres,15,36.77542505579872
2017,México,Hombres,15,37.93427088276895
2016,México,Hombres,15,35.70851275256703
2022,México,Mujeres,15,45.1019774099999
2021,México,Mujeres,15,43.10683023999993
2020,México,Mujeres,15,46.9913945061754
2019,México,Mujeres,15,46.46501802941541
2018,México,Mujeres,15,41.36857040428488
2017,México,Mujeres,15,41.516040651238725
2016,México,Mujeres,15,34.77948690859067
2022,Michoacán de Ocampo,Total,16,53.40346750000005
2021,Michoacán de Ocampo,Total,16,57.28980762999988
2020,Michoacán de Ocampo,Total,16,53.040025101014855
2019,Michoacán de Ocampo,Total,16,53.80576006354541
2018,Michoacán de Ocampo,Total,16,50.110117423682816
2017,Michoacán de Ocampo,Total,16,54.01740081433736
2016,Michoacán de Ocampo,Total,16,56.56521915639334
